,Tweet_id,Retweet_id,text,misinformation,Retweet_time,Tweet_count,Tweet_count_by_id,Hourly
2484,544278985249550337,544281603053080576,Geoblock lifted on #ABCNews24. Streaming coverage of the Martin Place siege in Sydney here  http://t.co/HvQuvP4SIb.,0,2014-12-15 00:03:41+00:00,1866,130,0
2288,544278335455776769,544281629490167809,"#BREAKING Hostages held inside Sydney cafe, Islamic flag held up",0,2014-12-15 00:03:47+00:00,1867,117,0
2420,544278985249550337,544281673332822016,Geoblock lifted on #ABCNews24. Streaming coverage of the Martin Place siege in Sydney here  http://t.co/HvQuvP4SIb.,0,2014-12-15 00:03:57+00:00,1868,131,0
2264,544278335455776769,544281694929305600,"#BREAKING Hostages held inside Sydney cafe, Islamic flag held up",0,2014-12-15 00:04:02+00:00,1869,118,0
1642,544274934835707905,544281719294406657,Several people being held hostage at a Sydney cafe. Australian tv showing people with  hands up against a window: http://t.co/AD2PR4OPFq,0,2014-12-15 00:04:08+00:00,1870,402,0
576,544271069146656768,544281775162130432,We understand there are two gunmen and up to a dozen hostages inside the cafe under siege at Sydney.. ISIS flags remain on display #7News,1,2014-12-15 00:04:22+00:00,1871,231,0
2422,544278985249550337,544281781914980352,Geoblock lifted on #ABCNews24. Streaming coverage of the Martin Place siege in Sydney here  http://t.co/HvQuvP4SIb.,0,2014-12-15 00:04:23+00:00,1872,132,0
2447,544278985249550337,544281794204295168,Geoblock lifted on #ABCNews24. Streaming coverage of the Martin Place siege in Sydney here  http://t.co/HvQuvP4SIb.,0,2014-12-15 00:04:26+00:00,1873,133,0
2101,544277860555710464,544281795559432192,ISIS -holding a Cafe hostage in Sydney- forcing Hostages to press ISIS flags against the Windows #DramaAlert HOT! http://t.co/XwXLvvWc76,1,2014-12-15 00:04:26+00:00,1874,33,0
1614,544274934835707905,544281806854307840,Several people being held hostage at a Sydney cafe. Australian tv showing people with  hands up against a window: http://t.co/AD2PR4OPFq,0,2014-12-15 00:04:29+00:00,1875,403,0
2492,544278985249550337,544281816035622913,Geoblock lifted on #ABCNews24. Streaming coverage of the Martin Place siege in Sydney here  http://t.co/HvQuvP4SIb.,0,2014-12-15 00:04:31+00:00,1876,134,0
1615,544274934835707905,544281848487366657,Several people being held hostage at a Sydney cafe. Australian tv showing people with  hands up against a window: http://t.co/AD2PR4OPFq,0,2014-12-15 00:04:39+00:00,1877,404,0
1172,544272537341812736,544281865692397569,SYDNEY SIEGE: Gunman forces hostages to hold up ISIS flag in window http://t.co/9K3XXEiSFa http://t.co/cATxCjYXpy,1,2014-12-15 00:04:43+00:00,1878,188,0
577,544271069146656768,544281905026191360,We understand there are two gunmen and up to a dozen hostages inside the cafe under siege at Sydney.. ISIS flags remain on display #7News,1,2014-12-15 00:04:53+00:00,1879,232,0
28,544268732046913536,544281911510577152,#BREAKING: Hostages are being held and a siege is taking place at Sydney's Lindt Chocolat Cafe in Martin Place.,0,2014-12-15 00:04:54+00:00,1880,56,0
1155,544272537341812736,544281916749266944,SYDNEY SIEGE: Gunman forces hostages to hold up ISIS flag in window http://t.co/9K3XXEiSFa http://t.co/cATxCjYXpy,1,2014-12-15 00:04:55+00:00,1881,189,0
1589,544274934835707905,544281938052530178,Several people being held hostage at a Sydney cafe. Australian tv showing people with  hands up against a window: http://t.co/AD2PR4OPFq,0,2014-12-15 00:05:00+00:00,1882,405,0
2290,544278335455776769,544281947422588928,"#BREAKING Hostages held inside Sydney cafe, Islamic flag held up",0,2014-12-15 00:05:03+00:00,1883,119,0
2456,544278985249550337,544281992427098113,Geoblock lifted on #ABCNews24. Streaming coverage of the Martin Place siege in Sydney here  http://t.co/HvQuvP4SIb.,0,2014-12-15 00:05:13+00:00,1884,135,0
2265,544278335455776769,544282013554184193,"#BREAKING Hostages held inside Sydney cafe, Islamic flag held up",0,2014-12-15 00:05:18+00:00,1885,120,0
811,544271284796784640,544282028619739137,"DEVELOPING: Gunman Takes Hostages In Sydney Cafe, 'ISIS' Flags Being Held Against Window - http://t.co/gDkig15YuN http://t.co/suVfoMmBwM",0,2014-12-15 00:05:22+00:00,1886,117,0
1590,544274934835707905,544282038434811905,Several people being held hostage at a Sydney cafe. Australian tv showing people with  hands up against a window: http://t.co/AD2PR4OPFq,0,2014-12-15 00:05:24+00:00,1887,406,0
1666,544274934835707905,544282048920563713,Several people being held hostage at a Sydney cafe. Australian tv showing people with  hands up against a window: http://t.co/AD2PR4OPFq,0,2014-12-15 00:05:27+00:00,1888,407,0
2429,544278985249550337,544282052325933057,Geoblock lifted on #ABCNews24. Streaming coverage of the Martin Place siege in Sydney here  http://t.co/HvQuvP4SIb.,0,2014-12-15 00:05:28+00:00,1889,136,0
1667,544274934835707905,544282068478595073,Several people being held hostage at a Sydney cafe. Australian tv showing people with  hands up against a window: http://t.co/AD2PR4OPFq,0,2014-12-15 00:05:32+00:00,1890,408,0
2549,544282005941530624,544282093053034496,Hostages in Sydney cafe made to hold up Islamic flags http://t.co/I1PsUPekkB,0,2014-12-15 00:05:37+00:00,1891,0,0
2427,544278985249550337,544282100401070080,Geoblock lifted on #ABCNews24. Streaming coverage of the Martin Place siege in Sydney here  http://t.co/HvQuvP4SIb.,0,2014-12-15 00:05:39+00:00,1892,137,0
1643,544274934835707905,544282111381749761,Several people being held hostage at a Sydney cafe. Australian tv showing people with  hands up against a window: http://t.co/AD2PR4OPFq,0,2014-12-15 00:05:42+00:00,1893,409,0
2283,544278335455776769,544282135704920065,"#BREAKING Hostages held inside Sydney cafe, Islamic flag held up",0,2014-12-15 00:05:48+00:00,1894,121,0
2445,544278985249550337,544282157565612032,Geoblock lifted on #ABCNews24. Streaming coverage of the Martin Place siege in Sydney here  http://t.co/HvQuvP4SIb.,0,2014-12-15 00:05:53+00:00,1895,138,0
2040,544277117039837184,544282183587090433,Flag in window of Sydney Lindt cafe not an ISIS flag. Reads: ‘There is no God but Allah and Muhammad is the messenger of God’ (@liztilley84),0,2014-12-15 00:05:59+00:00,1896,223,0
2473,544278985249550337,544282193841778688,Geoblock lifted on #ABCNews24. Streaming coverage of the Martin Place siege in Sydney here  http://t.co/HvQuvP4SIb.,0,2014-12-15 00:06:01+00:00,1897,139,0
1644,544274934835707905,544282192571301888,Several people being held hostage at a Sydney cafe. Australian tv showing people with  hands up against a window: http://t.co/AD2PR4OPFq,0,2014-12-15 00:06:01+00:00,1898,410,0
2103,544277860555710464,544282195284987904,ISIS -holding a Cafe hostage in Sydney- forcing Hostages to press ISIS flags against the Windows #DramaAlert HOT! http://t.co/XwXLvvWc76,1,2014-12-15 00:06:02+00:00,1899,34,0
2541,544282005941530624,544282201295429633,Hostages in Sydney cafe made to hold up Islamic flags http://t.co/I1PsUPekkB,0,2014-12-15 00:06:03+00:00,1900,1,0
2003,544277117039837184,544282218131369984,Flag in window of Sydney Lindt cafe not an ISIS flag. Reads: ‘There is no God but Allah and Muhammad is the messenger of God’ (@liztilley84),0,2014-12-15 00:06:07+00:00,1901,224,0
2550,544282005941530624,544282223923724288,Hostages in Sydney cafe made to hold up Islamic flags http://t.co/I1PsUPekkB,0,2014-12-15 00:06:09+00:00,1902,2,0
1592,544274934835707905,544282227933454336,Several people being held hostage at a Sydney cafe. Australian tv showing people with  hands up against a window: http://t.co/AD2PR4OPFq,0,2014-12-15 00:06:10+00:00,1903,411,0
1668,544274934835707905,544282235583877120,Several people being held hostage at a Sydney cafe. Australian tv showing people with  hands up against a window: http://t.co/AD2PR4OPFq,0,2014-12-15 00:06:11+00:00,1904,412,0
2005,544277117039837184,544282243120640001,Flag in window of Sydney Lindt cafe not an ISIS flag. Reads: ‘There is no God but Allah and Muhammad is the messenger of God’ (@liztilley84),0,2014-12-15 00:06:13+00:00,1905,225,0
2419,544278985249550337,544282266395213824,Geoblock lifted on #ABCNews24. Streaming coverage of the Martin Place siege in Sydney here  http://t.co/HvQuvP4SIb.,0,2014-12-15 00:06:19+00:00,1906,140,0
2622,544282227035869184,544282267208933376,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:06:19+00:00,1907,0,0
2620,544282227035869184,544282269771247617,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:06:20+00:00,1908,1,0
2106,544277860555710464,544282277614989312,ISIS -holding a Cafe hostage in Sydney- forcing Hostages to press ISIS flags against the Windows #DramaAlert HOT! http://t.co/XwXLvvWc76,1,2014-12-15 00:06:21+00:00,1909,35,0
254,544269749405097984,544282284577144833,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-15 00:06:23+00:00,1910,248,0
1173,544272537341812736,544282297969934336,SYDNEY SIEGE: Gunman forces hostages to hold up ISIS flag in window http://t.co/9K3XXEiSFa http://t.co/cATxCjYXpy,1,2014-12-15 00:06:26+00:00,1911,190,0
2579,544282227035869184,544282297403731968,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:06:26+00:00,1912,2,0
2538,544282005941530624,544282299747950592,Hostages in Sydney cafe made to hold up Islamic flags http://t.co/I1PsUPekkB,0,2014-12-15 00:06:27+00:00,1913,3,0
2583,544282227035869184,544282311513370625,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:06:29+00:00,1914,3,0
2528,544282005941530624,544282319293390850,Hostages in Sydney cafe made to hold up Islamic flags http://t.co/I1PsUPekkB,0,2014-12-15 00:06:31+00:00,1915,4,0
2081,544277860555710464,544282323660066816,ISIS -holding a Cafe hostage in Sydney- forcing Hostages to press ISIS flags against the Windows #DramaAlert HOT! http://t.co/XwXLvvWc76,1,2014-12-15 00:06:32+00:00,1916,36,0
965,544271362022338560,544282332329689090,"Black Islamic flag being held up in window of #lindt chocolate store in Martin Place, Sydney - hostages inside. http://t.co/fAV7PEuY6P",0,2014-12-15 00:06:34+00:00,1917,121,0
2026,544277117039837184,544282352646488064,Flag in window of Sydney Lindt cafe not an ISIS flag. Reads: ‘There is no God but Allah and Muhammad is the messenger of God’ (@liztilley84),0,2014-12-15 00:06:39+00:00,1918,226,0
2006,544277117039837184,544282357998436352,Flag in window of Sydney Lindt cafe not an ISIS flag. Reads: ‘There is no God but Allah and Muhammad is the messenger of God’ (@liztilley84),0,2014-12-15 00:06:41+00:00,1919,227,0
2623,544282227035869184,544282359680753664,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:06:41+00:00,1920,4,0
2581,544282227035869184,544282366769102848,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:06:43+00:00,1921,5,0
1616,544274934835707905,544282381444988929,Several people being held hostage at a Sydney cafe. Australian tv showing people with  hands up against a window: http://t.co/AD2PR4OPFq,0,2014-12-15 00:06:46+00:00,1922,413,0
2650,544282227035869184,544282386838863872,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:06:47+00:00,1923,6,0
2291,544278335455776769,544282392551489536,"#BREAKING Hostages held inside Sydney cafe, Islamic flag held up",0,2014-12-15 00:06:49+00:00,1924,122,0
2626,544282227035869184,544282397194608640,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:06:50+00:00,1925,7,0
2577,544282227035869184,544282409152557056,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:06:53+00:00,1926,8,0
2625,544282227035869184,544282415297216512,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:06:54+00:00,1927,9,0
2007,544277117039837184,544282421076971520,Flag in window of Sydney Lindt cafe not an ISIS flag. Reads: ‘There is no God but Allah and Muhammad is the messenger of God’ (@liztilley84),0,2014-12-15 00:06:56+00:00,1928,228,0
2524,544282005941530624,544282431633633280,Hostages in Sydney cafe made to hold up Islamic flags http://t.co/I1PsUPekkB,0,2014-12-15 00:06:58+00:00,1929,5,0
2578,544282227035869184,544282430853877760,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:06:58+00:00,1930,10,0
679,544271069146656768,544282435488591872,We understand there are two gunmen and up to a dozen hostages inside the cafe under siege at Sydney.. ISIS flags remain on display #7News,1,2014-12-15 00:06:59+00:00,1931,233,0
2624,544282227035869184,544282434326761474,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:06:59+00:00,1932,11,0
2044,544277117039837184,544282445277720578,Flag in window of Sydney Lindt cafe not an ISIS flag. Reads: ‘There is no God but Allah and Muhammad is the messenger of God’ (@liztilley84),0,2014-12-15 00:07:01+00:00,1933,229,0
2587,544282227035869184,544282444359557121,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:07:01+00:00,1934,12,0
680,544271069146656768,544282451543994368,We understand there are two gunmen and up to a dozen hostages inside the cafe under siege at Sydney.. ISIS flags remain on display #7News,1,2014-12-15 00:07:03+00:00,1935,234,0
2595,544282227035869184,544282450088964097,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:07:03+00:00,1936,13,0
2589,544282227035869184,544282459949793280,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:07:05+00:00,1937,14,0
344,544269749405097984,544282524738797568,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-15 00:07:20+00:00,1938,249,0
2586,544282227035869184,544282522885324800,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:07:20+00:00,1939,15,0
2585,544282227035869184,544282522360623104,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:07:20+00:00,1940,16,0
2582,544282227035869184,544282532464697344,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:07:22+00:00,1941,17,0
1174,544272537341812736,544282576924319746,SYDNEY SIEGE: Gunman forces hostages to hold up ISIS flag in window http://t.co/9K3XXEiSFa http://t.co/cATxCjYXpy,1,2014-12-15 00:07:33+00:00,1942,191,0
2424,544278985249550337,544282576207085568,Geoblock lifted on #ABCNews24. Streaming coverage of the Martin Place siege in Sydney here  http://t.co/HvQuvP4SIb.,0,2014-12-15 00:07:33+00:00,1943,141,0
1591,544274934835707905,544282592485580800,Several people being held hostage at a Sydney cafe. Australian tv showing people with  hands up against a window: http://t.co/AD2PR4OPFq,0,2014-12-15 00:07:36+00:00,1944,414,0
2446,544278985249550337,544282615000608768,Geoblock lifted on #ABCNews24. Streaming coverage of the Martin Place siege in Sydney here  http://t.co/HvQuvP4SIb.,0,2014-12-15 00:07:42+00:00,1945,142,0
1593,544274934835707905,544282633702625281,Several people being held hostage at a Sydney cafe. Australian tv showing people with  hands up against a window: http://t.co/AD2PR4OPFq,0,2014-12-15 00:07:46+00:00,1946,415,0
2537,544282005941530624,544282632008503297,Hostages in Sydney cafe made to hold up Islamic flags http://t.co/I1PsUPekkB,0,2014-12-15 00:07:46+00:00,1947,6,0
2580,544282227035869184,544282636496011264,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:07:47+00:00,1948,18,0
2621,544282227035869184,544282657790918656,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:07:52+00:00,1949,19,0
2627,544282227035869184,544282663029600256,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:07:53+00:00,1950,20,0
2428,544278985249550337,544282663775793153,Geoblock lifted on #ABCNews24. Streaming coverage of the Martin Place siege in Sydney here  http://t.co/HvQuvP4SIb.,0,2014-12-15 00:07:53+00:00,1951,143,0
2649,544282227035869184,544282680255590400,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:07:57+00:00,1952,21,0
287,544269749405097984,544282684072017920,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-15 00:07:58+00:00,1953,250,0
1669,544274934835707905,544282694440738816,Several people being held hostage at a Sydney cafe. Australian tv showing people with  hands up against a window: http://t.co/AD2PR4OPFq,0,2014-12-15 00:08:01+00:00,1954,416,0
2045,544277117039837184,544282708353232897,Flag in window of Sydney Lindt cafe not an ISIS flag. Reads: ‘There is no God but Allah and Muhammad is the messenger of God’ (@liztilley84),0,2014-12-15 00:08:04+00:00,1955,230,0
2651,544282227035869184,544282721300672512,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:08:07+00:00,1956,22,0
2557,544282005941530624,544282733057683458,Hostages in Sydney cafe made to hold up Islamic flags http://t.co/I1PsUPekkB,0,2014-12-15 00:08:10+00:00,1957,7,0
2117,544277860555710464,544282755249356801,ISIS -holding a Cafe hostage in Sydney- forcing Hostages to press ISIS flags against the Windows #DramaAlert HOT! http://t.co/XwXLvvWc76,1,2014-12-15 00:08:15+00:00,1958,37,0
409,544269749405097984,544282756495069184,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-15 00:08:16+00:00,1959,251,0
381,544269749405097984,544282756922880000,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-15 00:08:16+00:00,1960,252,0
1670,544274934835707905,544282759632781312,Several people being held hostage at a Sydney cafe. Australian tv showing people with  hands up against a window: http://t.co/AD2PR4OPFq,0,2014-12-15 00:08:16+00:00,1961,417,0
2266,544278335455776769,544282763948343297,"#BREAKING Hostages held inside Sydney cafe, Islamic flag held up",0,2014-12-15 00:08:17+00:00,1962,123,0
2584,544282227035869184,544282764896636929,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:08:18+00:00,1963,23,0
2591,544282227035869184,544282791236886529,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:08:24+00:00,1964,24,0
2046,544277117039837184,544282794936254464,Flag in window of Sydney Lindt cafe not an ISIS flag. Reads: ‘There is no God but Allah and Muhammad is the messenger of God’ (@liztilley84),0,2014-12-15 00:08:25+00:00,1965,231,0
2426,544278985249550337,544282810987470849,Geoblock lifted on #ABCNews24. Streaming coverage of the Martin Place siege in Sydney here  http://t.co/HvQuvP4SIb.,0,2014-12-15 00:08:29+00:00,1966,144,0
2593,544282227035869184,544282817828749313,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:08:30+00:00,1967,25,0
2597,544282227035869184,544282830545506304,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:08:33+00:00,1968,26,0
2588,544282227035869184,544282838745759744,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:08:35+00:00,1969,27,0
2599,544282227035869184,544282836346626048,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:08:35+00:00,1970,28,0
2547,544282005941530624,544282845951164416,Hostages in Sydney cafe made to hold up Islamic flags http://t.co/I1PsUPekkB,0,2014-12-15 00:08:37+00:00,1971,8,0
2652,544282227035869184,544282850598854656,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:08:38+00:00,1972,29,0
1151,544272537341812736,544282860790636544,SYDNEY SIEGE: Gunman forces hostages to hold up ISIS flag in window http://t.co/9K3XXEiSFa http://t.co/cATxCjYXpy,1,2014-12-15 00:08:40+00:00,1973,192,0
2631,544282227035869184,544282862443560960,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:08:41+00:00,1974,30,0
2654,544282227035869184,544282873533317120,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:08:43+00:00,1975,31,0
2653,544282227035869184,544282877509505024,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:08:44+00:00,1976,32,0
2425,544278985249550337,544282886422016001,Geoblock lifted on #ABCNews24. Streaming coverage of the Martin Place siege in Sydney here  http://t.co/HvQuvP4SIb.,0,2014-12-15 00:08:47+00:00,1977,145,0
2660,544282227035869184,544282889035079680,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:08:47+00:00,1978,33,0
2448,544278985249550337,544282898589679616,Geoblock lifted on #ABCNews24. Streaming coverage of the Martin Place siege in Sydney here  http://t.co/HvQuvP4SIb.,0,2014-12-15 00:08:49+00:00,1979,146,0
1699,544274934835707905,544282899487277057,Several people being held hostage at a Sydney cafe. Australian tv showing people with  hands up against a window: http://t.co/AD2PR4OPFq,0,2014-12-15 00:08:50+00:00,1980,418,0
2491,544278985249550337,544282914611949568,Geoblock lifted on #ABCNews24. Streaming coverage of the Martin Place siege in Sydney here  http://t.co/HvQuvP4SIb.,0,2014-12-15 00:08:53+00:00,1981,147,0
2141,544277860555710464,544282920396267520,ISIS -holding a Cafe hostage in Sydney- forcing Hostages to press ISIS flags against the Windows #DramaAlert HOT! http://t.co/XwXLvvWc76,1,2014-12-15 00:08:55+00:00,1982,38,0
2566,544282005941530624,544282934203920385,Hostages in Sydney cafe made to hold up Islamic flags http://t.co/I1PsUPekkB,0,2014-12-15 00:08:58+00:00,1983,9,0
2510,544278985249550337,544282946144710657,Geoblock lifted on #ABCNews24. Streaming coverage of the Martin Place siege in Sydney here  http://t.co/HvQuvP4SIb.,0,2014-12-15 00:09:01+00:00,1984,148,0
2284,544278335455776769,544282975169708032,"#BREAKING Hostages held inside Sydney cafe, Islamic flag held up",0,2014-12-15 00:09:08+00:00,1985,124,0
2047,544277117039837184,544282981909938176,Flag in window of Sydney Lindt cafe not an ISIS flag. Reads: ‘There is no God but Allah and Muhammad is the messenger of God’ (@liztilley84),0,2014-12-15 00:09:09+00:00,1986,232,0
2511,544278985249550337,544282989882916864,Geoblock lifted on #ABCNews24. Streaming coverage of the Martin Place siege in Sydney here  http://t.co/HvQuvP4SIb.,0,2014-12-15 00:09:11+00:00,1987,149,0
2634,544282227035869184,544282997915394049,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:09:13+00:00,1988,34,0
2465,544278985249550337,544282997131083776,Geoblock lifted on #ABCNews24. Streaming coverage of the Martin Place siege in Sydney here  http://t.co/HvQuvP4SIb.,0,2014-12-15 00:09:13+00:00,1989,150,0
2658,544282227035869184,544283024456556544,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:09:19+00:00,1990,35,0
2644,544282227035869184,544283039065309184,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:09:23+00:00,1991,36,0
2614,544282227035869184,544283043985641473,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:09:24+00:00,1992,37,0
2460,544278985249550337,544283097030598657,Geoblock lifted on #ABCNews24. Streaming coverage of the Martin Place siege in Sydney here  http://t.co/HvQuvP4SIb.,0,2014-12-15 00:09:37+00:00,1993,151,0
964,544271362022338560,544283114403815424,"Black Islamic flag being held up in window of #lindt chocolate store in Martin Place, Sydney - hostages inside. http://t.co/fAV7PEuY6P",0,2014-12-15 00:09:41+00:00,1994,122,0
2009,544277117039837184,544283121726660608,Flag in window of Sydney Lindt cafe not an ISIS flag. Reads: ‘There is no God but Allah and Muhammad is the messenger of God’ (@liztilley84),0,2014-12-15 00:09:43+00:00,1995,233,0
1730,544274934835707905,544283150202179584,Several people being held hostage at a Sydney cafe. Australian tv showing people with  hands up against a window: http://t.co/AD2PR4OPFq,0,2014-12-15 00:09:49+00:00,1996,419,0
2592,544282227035869184,544283155973169152,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:09:51+00:00,1997,38,0
2027,544277117039837184,544283171374641152,Flag in window of Sydney Lindt cafe not an ISIS flag. Reads: ‘There is no God but Allah and Muhammad is the messenger of God’ (@liztilley84),0,2014-12-15 00:09:55+00:00,1998,234,0
2461,544278985249550337,544283193692528641,Geoblock lifted on #ABCNews24. Streaming coverage of the Martin Place siege in Sydney here  http://t.co/HvQuvP4SIb.,0,2014-12-15 00:10:00+00:00,1999,152,0
2617,544282227035869184,544283251914076161,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:10:14+00:00,2000,39,0
2590,544282227035869184,544283253927346177,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:10:14+00:00,2001,40,0
2629,544282227035869184,544283281781698561,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",0,2014-12-15 00:10:21+00:00,2002,41,0
